customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating,amount,category,channel,premium_amount,product_type,income_score,age_bucket,age_income_interaction,premium_to_income_ratio,age_premium_interaction,wealth_segment
7868,21,High,Affluent,"Engineer, broadcasting (operations)",Nyeri,Low,79323,School Fees,USSD,8546,Education,3,Youth,63,2136.5,179466,YoungHighIncome
7869,61,Low,Affluent,Web designer,Nairobi,High,48126,Bills,Branch,3247,Travel,1,Senior,61,1623.5,198067,MatureLowIncome
7870,36,Low,Affluent,"Psychologist, occupational",Machakos,High,180017,Bills,Branch,11244,Motor,1,MiddleAge,36,5622.0,404784,MatureLowIncome
7871,43,Medium,SME,Press photographer,Thika,Medium,137076,Bills,USSD,7040,Medical,2,MiddleAge,86,2346.6666666666665,302720,MatureLowIncome
7872,28,Medium,SME,"Designer, textile",Naivasha,High,119235,Bills,Branch,7741,Travel,2,YoungAdult,56,2580.3333333333335,216748,MatureLowIncome
7873,57,Low,Mass,"Accountant, chartered certified",Nakuru,Low,59773,Bills,Branch,3051,Medical,1,Senior,57,1525.5,173907,MatureLowIncome
7874,67,Low,Affluent,"Surveyor, hydrographic",Thika,Low,285676,Travel,App,5257,Travel,1,Elderly,67,2628.5,352219,MatureLowIncome
7875,60,Medium,Mass,Contractor,Nyeri,High,43654,Bills,App,14417,Medical,2,Senior,120,4805.666666666667,865020,MatureLowIncome
7876,28,Low,Mass,Mining engineer,Nyeri,Medium,116208,Bills,Branch,4252,Travel,1,YoungAdult,28,2126.0,119056,YoungLowIncome
7877,62,High,Affluent,Town planner,Nakuru,High,194380,Groceries,App,13302,Education,3,Senior,186,3325.5,824724,MatureHighIncome
7878,20,High,Mass,"Therapist, drama",Nyeri,Low,43873,Travel,Branch,14754,Travel,3,Youth,60,3688.5,295080,YoungHighIncome
7879,29,High,Affluent,Engineering geologist,Nyeri,Low,107604,Travel,Branch,14187,Gadget,3,YoungAdult,87,3546.75,411423,YoungHighIncome
7880,20,Medium,Affluent,Records manager,Mombasa,Low,198735,Travel,App,9706,Motor,2,Youth,40,3235.3333333333335,194120,MatureLowIncome
7881,59,Low,SME,Meteorologist,Nairobi,Medium,148106,School Fees,Branch,3455,Education,1,Senior,59,1727.5,203845,MatureLowIncome
7882,44,Medium,Mass,Make,Nakuru,Low,225737,Bills,App,14405,Education,2,MiddleAge,88,4801.666666666667,633820,MatureLowIncome
7883,66,Medium,Mass,"Teacher, early years/pre",Naivasha,Low,22413,Groceries,Branch,10758,Medical,2,Elderly,132,3586.0,710028,MatureLowIncome
7884,71,Low,Affluent,Chief Financial Officer,Machakos,High,287389,Travel,App,4312,Travel,1,Elderly,71,2156.0,306152,MatureLowIncome
7885,19,Medium,SME,IT sales professional,Kisumu,High,235631,Groceries,Internet Banking,4545,Medical,2,Youth,38,1515.0,86355,MatureLowIncome
7886,66,High,SME,Tax adviser,Kisumu,Medium,144966,Groceries,Internet Banking,2154,Medical,3,Elderly,198,538.5,142164,MatureHighIncome
7887,33,Low,Mass,"Lecturer, higher education",Eldoret,Medium,19075,School Fees,App,12701,Education,1,YoungAdult,33,6350.5,419133,YoungLowIncome
7888,19,High,SME,Archaeologist,Nyeri,High,188262,Electronics,USSD,7685,Gadget,3,Youth,57,1921.25,146015,YoungHighIncome
7889,77,High,Mass,Structural engineer,Nyeri,Low,81953,School Fees,App,8667,Education,3,Elderly,231,2166.75,667359,MatureHighIncome
7890,71,Low,Mass,Licensed conveyancer,Naivasha,Low,153197,Electronics,USSD,9844,Gadget,1,Elderly,71,4922.0,698924,MatureLowIncome
7891,47,High,SME,Secondary school teacher,Nakuru,Low,232819,Electronics,Branch,6353,Gadget,3,MiddleAge,141,1588.25,298591,MatureHighIncome
7892,37,High,Affluent,Site engineer,Naivasha,High,4758,Electronics,Branch,7808,Motor,3,MiddleAge,111,1952.0,288896,MatureHighIncome
7893,55,High,Mass,"Biochemist, clinical",Mombasa,Low,267378,School Fees,Internet Banking,7001,Education,3,Senior,165,1750.25,385055,MatureHighIncome
7894,45,Low,Mass,"Engineer, energy",Nairobi,High,167305,School Fees,Internet Banking,8780,Education,1,MiddleAge,45,4390.0,395100,MatureLowIncome
7895,42,Low,Mass,Research scientist (physical sciences),Thika,Medium,241888,Travel,USSD,10340,Travel,1,MiddleAge,42,5170.0,434280,MatureLowIncome
7896,49,Low,Mass,Personal assistant,Nakuru,Low,8083,Bills,Internet Banking,7824,Gadget,1,MiddleAge,49,3912.0,383376,MatureLowIncome
7897,78,Medium,SME,Product designer,Naivasha,High,20744,Travel,App,954,Travel,2,Elderly,156,318.0,74412,MatureLowIncome
7898,27,High,SME,Chiropractor,Nairobi,Low,167244,School Fees,Branch,7263,Education,3,YoungAdult,81,1815.75,196101,YoungHighIncome
7899,77,Medium,SME,Conference centre manager,Nairobi,High,258612,Groceries,App,4667,Medical,2,Elderly,154,1555.6666666666667,359359,MatureLowIncome
7900,59,Medium,SME,Archivist,Eldoret,Low,295302,Groceries,Branch,3164,Medical,2,Senior,118,1054.6666666666667,186676,MatureLowIncome
7901,57,High,Mass,Automotive engineer,Nairobi,Medium,38124,Travel,Internet Banking,6962,Travel,3,Senior,171,1740.5,396834,MatureHighIncome
7902,50,Low,Affluent,Minerals surveyor,Mombasa,Medium,73171,Travel,Internet Banking,6687,Travel,1,Senior,50,3343.5,334350,MatureLowIncome
7903,30,Medium,Affluent,Futures trader,Kisumu,High,249457,Electronics,USSD,4841,Gadget,2,YoungAdult,60,1613.6666666666667,145230,MatureLowIncome
7904,73,Low,SME,Geoscientist,Nairobi,High,76812,Electronics,USSD,3226,Gadget,1,Elderly,73,1613.0,235498,MatureLowIncome
7905,58,Low,Mass,Ranger/warden,Machakos,Medium,289442,Electronics,Branch,14450,Gadget,1,Senior,58,7225.0,838100,MatureLowIncome
7906,71,High,SME,Insurance broker,Mombasa,High,261160,Electronics,USSD,3265,Gadget,3,Elderly,213,816.25,231815,MatureHighIncome
7907,59,Medium,Affluent,"Therapist, sports",Mombasa,Medium,141776,Groceries,App,8025,Medical,2,Senior,118,2675.0,473475,MatureLowIncome
7908,64,Medium,SME,"Scientist, product/process development",Machakos,Low,16233,Bills,Branch,3448,Medical,2,Senior,128,1149.3333333333333,220672,MatureLowIncome
7909,54,Low,Mass,Operational researcher,Naivasha,Medium,95262,School Fees,Internet Banking,2492,Education,1,Senior,54,1246.0,134568,MatureLowIncome
7910,71,High,Mass,"Administrator, local government",Kisumu,Low,120581,Electronics,Branch,5717,Gadget,3,Elderly,213,1429.25,405907,MatureHighIncome
7911,33,Medium,Mass,Information systems manager,Eldoret,High,30090,Travel,App,9704,Travel,2,YoungAdult,66,3234.6666666666665,320232,MatureLowIncome
7912,62,Low,SME,Higher education lecturer,Kisumu,Medium,33444,School Fees,Branch,10943,Education,1,Senior,62,5471.5,678466,MatureLowIncome
7913,39,Low,Affluent,"Engineer, maintenance (IT)",Eldoret,Low,281591,School Fees,Branch,6465,Education,1,MiddleAge,39,3232.5,252135,MatureLowIncome
7914,74,Low,Mass,Publishing rights manager,Meru,Medium,22827,School Fees,Internet Banking,12980,Education,1,Elderly,74,6490.0,960520,MatureLowIncome
7915,37,High,Affluent,Education administrator,Kisumu,Low,24623,Travel,App,14265,Travel,3,MiddleAge,111,3566.25,527805,MatureHighIncome
7916,67,High,Affluent,IT sales professional,Kisumu,High,253782,Electronics,Branch,11224,Gadget,3,Elderly,201,2806.0,752008,MatureHighIncome
7917,60,Low,SME,Information officer,Nairobi,High,61755,Bills,Internet Banking,5379,Medical,1,Senior,60,2689.5,322740,MatureLowIncome
7918,44,Low,SME,Gaffer,Eldoret,Medium,289818,Travel,Internet Banking,1369,Travel,1,MiddleAge,44,684.5,60236,MatureLowIncome
7919,58,High,Affluent,Haematologist,Kisumu,Low,121562,Electronics,App,3754,Gadget,3,Senior,174,938.5,217732,MatureHighIncome
7920,33,Low,Mass,Materials engineer,Kisumu,High,285327,Bills,App,7256,Motor,1,YoungAdult,33,3628.0,239448,YoungLowIncome
7921,51,Low,Mass,Midwife,Nakuru,Low,281681,Bills,Internet Banking,14647,Education,1,Senior,51,7323.5,746997,MatureLowIncome
7922,49,High,SME,"Designer, multimedia",Mombasa,High,55468,Travel,Branch,5361,Travel,3,MiddleAge,147,1340.25,262689,MatureHighIncome
7923,43,Low,Mass,Physiotherapist,Mombasa,Low,28961,Bills,Branch,7275,Travel,1,MiddleAge,43,3637.5,312825,MatureLowIncome
7924,42,Low,Affluent,Event organiser,Machakos,Low,154535,Groceries,Branch,9351,Life,1,MiddleAge,42,4675.5,392742,MatureLowIncome
7925,19,Low,Mass,Hydrogeologist,Kisumu,Low,191147,Groceries,Internet Banking,11184,Education,1,Youth,19,5592.0,212496,YoungLowIncome
7926,29,High,SME,Financial trader,Nakuru,Low,180735,School Fees,USSD,4409,Education,3,YoungAdult,87,1102.25,127861,YoungHighIncome
7927,57,High,Affluent,"Engineer, manufacturing systems",Mombasa,High,148488,Travel,USSD,13651,Travel,3,Senior,171,3412.75,778107,MatureHighIncome
7928,26,High,Affluent,"Lighting technician, broadcasting/film/video",Eldoret,Low,128816,Electronics,Internet Banking,6851,Life,3,YoungAdult,78,1712.75,178126,YoungHighIncome
7929,29,Medium,Mass,Museum/gallery conservator,Meru,Low,84699,Bills,Branch,10350,Travel,2,YoungAdult,58,3450.0,300150,MatureLowIncome
7930,43,Medium,Mass,Manufacturing engineer,Meru,Medium,73771,Travel,USSD,1765,Travel,2,MiddleAge,86,588.3333333333334,75895,MatureLowIncome
7931,26,Medium,Affluent,"Therapist, nutritional",Machakos,High,151880,School Fees,Internet Banking,13720,Education,2,YoungAdult,52,4573.333333333333,356720,MatureLowIncome
7932,27,Medium,SME,Plant breeder/geneticist,Meru,Medium,261673,School Fees,Branch,7413,Education,2,YoungAdult,54,2471.0,200151,MatureLowIncome
7933,49,High,SME,Television production assistant,Meru,Medium,6698,Electronics,Branch,4569,Gadget,3,MiddleAge,147,1142.25,223881,MatureHighIncome
7934,74,Low,Mass,"Surveyor, rural practice",Meru,Low,187842,School Fees,Branch,12839,Education,1,Elderly,74,6419.5,950086,MatureLowIncome
7935,51,High,SME,Diagnostic radiographer,Nyeri,Medium,25716,Travel,App,4220,Travel,3,Senior,153,1055.0,215220,MatureHighIncome
7936,65,Medium,Affluent,Phytotherapist,Mombasa,Low,135257,School Fees,Internet Banking,6067,Education,2,Elderly,130,2022.3333333333333,394355,MatureLowIncome
7937,37,High,SME,Professor Emeritus,Kisumu,Medium,217466,Travel,Internet Banking,11484,Travel,3,MiddleAge,111,2871.0,424908,MatureHighIncome
7938,56,Low,Affluent,Tourist information centre manager,Nakuru,High,156710,Bills,Internet Banking,11944,Medical,1,Senior,56,5972.0,668864,MatureLowIncome
7939,77,Medium,Mass,Freight forwarder,Nairobi,High,288136,Bills,App,11975,Medical,2,Elderly,154,3991.6666666666665,922075,MatureLowIncome
7940,19,Low,SME,"Teacher, early years/pre",Thika,Medium,114214,Bills,Internet Banking,13567,Travel,1,Youth,19,6783.5,257773,YoungLowIncome
7941,18,Low,Affluent,"Administrator, sports",Mombasa,Medium,112105,Groceries,Internet Banking,5730,Medical,1,Youth,18,2865.0,103140,YoungLowIncome
7942,68,Low,Mass,Senior tax professional/tax inspector,Nakuru,High,8663,School Fees,Branch,12004,Education,1,Elderly,68,6002.0,816272,MatureLowIncome
7943,77,Medium,Affluent,Music tutor,Eldoret,Low,286297,Electronics,Branch,2205,Gadget,2,Elderly,154,735.0,169785,MatureLowIncome
7944,53,High,SME,"Horticulturist, amenity",Nakuru,Medium,25815,School Fees,Branch,897,Education,3,Senior,159,224.25,47541,MatureHighIncome
7945,41,Medium,Affluent,"Accountant, chartered public finance",Thika,Low,77987,Electronics,App,823,Gadget,2,MiddleAge,82,274.3333333333333,33743,MatureLowIncome
7946,71,Medium,Mass,Dance movement psychotherapist,Nyeri,Low,14710,Groceries,Internet Banking,2828,Medical,2,Elderly,142,942.6666666666666,200788,MatureLowIncome
7947,44,High,Mass,Medical physicist,Nyeri,Low,12960,Groceries,Branch,2710,Life,3,MiddleAge,132,677.5,119240,MatureHighIncome
7948,19,High,SME,Retail buyer,Thika,High,109591,Travel,Internet Banking,9641,Travel,3,Youth,57,2410.25,183179,YoungHighIncome
7949,48,High,Mass,"Buyer, retail",Meru,High,281517,Groceries,Branch,10906,Life,3,MiddleAge,144,2726.5,523488,MatureHighIncome
7950,74,High,SME,Patent examiner,Meru,Medium,216242,Bills,Branch,11706,Medical,3,Elderly,222,2926.5,866244,MatureHighIncome
7951,31,Low,Mass,"Scientist, product/process development",Nairobi,Medium,238360,Travel,Internet Banking,1019,Education,1,YoungAdult,31,509.5,31589,YoungLowIncome
7952,19,Medium,SME,Insurance claims handler,Nyeri,High,57407,School Fees,Internet Banking,804,Education,2,Youth,38,268.0,15276,MatureLowIncome
7953,46,Medium,Mass,Corporate treasurer,Machakos,Low,229975,Travel,Internet Banking,14075,Travel,2,MiddleAge,92,4691.666666666667,647450,MatureLowIncome
7954,32,Medium,SME,Customer service manager,Eldoret,Medium,191678,Groceries,Internet Banking,9742,Motor,2,YoungAdult,64,3247.3333333333335,311744,MatureLowIncome
7955,29,High,Affluent,"Librarian, public",Nairobi,Medium,147033,Bills,App,1741,Life,3,YoungAdult,87,435.25,50489,YoungHighIncome
7956,54,Medium,Affluent,Air broker,Eldoret,High,133281,Groceries,USSD,8029,Motor,2,Senior,108,2676.3333333333335,433566,MatureLowIncome
7957,45,Low,SME,Biomedical scientist,Thika,Medium,281525,School Fees,Internet Banking,1846,Education,1,MiddleAge,45,923.0,83070,MatureLowIncome
7958,37,Medium,Mass,Osteopath,Naivasha,Medium,156203,Bills,USSD,736,Travel,2,MiddleAge,74,245.33333333333334,27232,MatureLowIncome
7959,78,Medium,Mass,Human resources officer,Kisumu,Medium,299042,Travel,USSD,6550,Travel,2,Elderly,156,2183.3333333333335,510900,MatureLowIncome
7960,56,Low,SME,Financial trader,Meru,Low,126563,Groceries,Branch,9378,Medical,1,Senior,56,4689.0,525168,MatureLowIncome
7961,41,Low,Mass,Data scientist,Kisumu,High,252315,Groceries,Branch,4828,Travel,1,MiddleAge,41,2414.0,197948,MatureLowIncome
7962,38,Medium,SME,"Therapist, music",Nairobi,Low,179660,Electronics,USSD,14054,Gadget,2,MiddleAge,76,4684.666666666667,534052,MatureLowIncome
7963,27,High,Affluent,"Engineer, maintenance",Kisumu,High,243071,Bills,App,6647,Life,3,YoungAdult,81,1661.75,179469,YoungHighIncome
7964,63,High,SME,"Doctor, hospital",Naivasha,Low,71735,Electronics,Branch,1036,Life,3,Senior,189,259.0,65268,MatureHighIncome
7965,31,Medium,Mass,Radio broadcast assistant,Nyeri,Medium,8576,Groceries,USSD,4656,Travel,2,YoungAdult,62,1552.0,144336,MatureLowIncome
7966,54,Medium,Mass,Oncologist,Nairobi,Low,271960,Electronics,Internet Banking,11323,Motor,2,Senior,108,3774.3333333333335,611442,MatureLowIncome
7967,35,Medium,SME,Theatre stage manager,Nakuru,Low,232029,School Fees,Branch,3235,Education,2,MiddleAge,70,1078.3333333333333,113225,MatureLowIncome
7968,41,Medium,SME,Soil scientist,Naivasha,High,167313,Groceries,Internet Banking,7100,Motor,2,MiddleAge,82,2366.6666666666665,291100,MatureLowIncome
7969,31,High,SME,Barista,Kisumu,Medium,155277,School Fees,App,13045,Education,3,YoungAdult,93,3261.25,404395,YoungHighIncome
7970,51,Medium,SME,Retail buyer,Naivasha,High,58898,Electronics,USSD,3986,Gadget,2,Senior,102,1328.6666666666667,203286,MatureLowIncome
7971,75,Low,Affluent,Financial trader,Nakuru,Medium,252819,School Fees,USSD,13347,Education,1,Elderly,75,6673.5,1001025,MatureLowIncome
7972,29,High,Mass,"Administrator, local government",Naivasha,Medium,292181,Groceries,Branch,11232,Life,3,YoungAdult,87,2808.0,325728,YoungHighIncome
7973,39,High,Mass,"Accountant, chartered certified",Meru,Medium,63943,Groceries,Internet Banking,7116,Life,3,MiddleAge,117,1779.0,277524,MatureHighIncome
7974,73,Low,SME,Environmental education officer,Nyeri,Low,125238,Travel,Branch,1875,Travel,1,Elderly,73,937.5,136875,MatureLowIncome
7975,23,Medium,SME,Theatre director,Eldoret,Low,260957,Electronics,USSD,1235,Travel,2,Youth,46,411.6666666666667,28405,MatureLowIncome
7976,53,Medium,SME,Claims inspector/assessor,Kisumu,Medium,111220,Travel,USSD,14043,Travel,2,Senior,106,4681.0,744279,MatureLowIncome
7977,62,Medium,Affluent,Radio producer,Nairobi,High,267816,Groceries,USSD,13665,Medical,2,Senior,124,4555.0,847230,MatureLowIncome
7978,53,Medium,Affluent,Microbiologist,Kisumu,High,262409,Travel,USSD,647,Travel,2,Senior,106,215.66666666666666,34291,MatureLowIncome
7979,39,Medium,SME,Graphic designer,Nakuru,Low,184766,Groceries,USSD,14962,Education,2,MiddleAge,78,4987.333333333333,583518,MatureLowIncome
7980,31,Low,Mass,Public house manager,Mombasa,High,282615,Groceries,App,666,Motor,1,YoungAdult,31,333.0,20646,YoungLowIncome
7981,33,Medium,Affluent,"Designer, exhibition/display",Nakuru,Medium,292308,Groceries,App,674,Motor,2,YoungAdult,66,224.66666666666666,22242,MatureLowIncome
7982,78,Low,Mass,"Conservator, furniture",Eldoret,High,22176,Electronics,Branch,8586,Gadget,1,Elderly,78,4293.0,669708,MatureLowIncome
7983,53,Low,Affluent,Barista,Machakos,Medium,198337,Travel,Internet Banking,1339,Travel,1,Senior,53,669.5,70967,MatureLowIncome
7984,73,Low,SME,"Engineer, automotive",Eldoret,High,141437,School Fees,USSD,9146,Education,1,Elderly,73,4573.0,667658,MatureLowIncome
7985,42,Medium,SME,Manufacturing engineer,Mombasa,Low,218656,Travel,Branch,1699,Travel,2,MiddleAge,84,566.3333333333334,71358,MatureLowIncome
7986,49,Medium,Mass,Cytogeneticist,Nairobi,High,8804,Electronics,Internet Banking,4165,Medical,2,MiddleAge,98,1388.3333333333333,204085,MatureLowIncome
7987,50,High,SME,Orthoptist,Meru,Low,180225,Electronics,Branch,7482,Gadget,3,Senior,150,1870.5,374100,MatureHighIncome
7988,62,High,Mass,Statistician,Nakuru,High,45790,Bills,Internet Banking,2645,Medical,3,Senior,186,661.25,163990,MatureHighIncome
7989,53,Low,SME,Scientific laboratory technician,Meru,Low,116288,School Fees,Internet Banking,13511,Education,1,Senior,53,6755.5,716083,MatureLowIncome
7990,37,High,SME,Child psychotherapist,Meru,High,8605,School Fees,USSD,5158,Education,3,MiddleAge,111,1289.5,190846,MatureHighIncome
7991,35,Low,Mass,Private music teacher,Nairobi,Medium,68541,Bills,Internet Banking,7414,Travel,1,MiddleAge,35,3707.0,259490,MatureLowIncome
7992,55,High,SME,Physiological scientist,Naivasha,High,217240,Bills,Internet Banking,2386,Life,3,Senior,165,596.5,131230,MatureHighIncome
7993,20,Medium,Affluent,"Engineer, land",Thika,High,250696,Travel,Internet Banking,3552,Travel,2,Youth,40,1184.0,71040,MatureLowIncome
7994,40,Medium,SME,Metallurgist,Mombasa,High,239171,Travel,Branch,11104,Motor,2,MiddleAge,80,3701.3333333333335,444160,MatureLowIncome
7995,49,Low,Mass,Civil Service fast streamer,Nyeri,Medium,41471,Travel,Branch,11600,Travel,1,MiddleAge,49,5800.0,568400,MatureLowIncome
7996,62,Low,SME,Corporate treasurer,Nakuru,Medium,75643,Electronics,Internet Banking,4321,Gadget,1,Senior,62,2160.5,267902,MatureLowIncome
7997,76,Medium,Affluent,General practice doctor,Eldoret,Low,25371,Groceries,Branch,7373,Medical,2,Elderly,152,2457.6666666666665,560348,MatureLowIncome
7998,33,Medium,SME,"Producer, television/film/video",Eldoret,High,41406,Travel,USSD,637,Travel,2,YoungAdult,66,212.33333333333334,21021,MatureLowIncome
7999,76,Medium,SME,Pension scheme manager,Naivasha,Medium,244665,School Fees,App,1165,Education,2,Elderly,152,388.3333333333333,88540,MatureLowIncome
8000,22,High,Affluent,Theme park manager,Nyeri,Low,74292,Travel,App,2614,Travel,3,Youth,66,653.5,57508,YoungHighIncome
8001,21,High,SME,Equities trader,Mombasa,High,26946,Groceries,App,11930,Life,3,Youth,63,2982.5,250530,YoungHighIncome
8002,38,High,SME,"Surveyor, insurance",Kisumu,Medium,143382,Travel,App,14916,Travel,3,MiddleAge,114,3729.0,566808,MatureHighIncome
8003,57,High,Mass,Commissioning editor,Mombasa,Medium,241567,Electronics,USSD,2978,Gadget,3,Senior,171,744.5,169746,MatureHighIncome
8004,68,Low,Mass,Comptroller,Naivasha,High,62624,Groceries,App,8632,Medical,1,Elderly,68,4316.0,586976,MatureLowIncome
8005,31,Low,Mass,Biomedical engineer,Naivasha,Medium,126905,Electronics,App,13464,Medical,1,YoungAdult,31,6732.0,417384,YoungLowIncome
8006,56,High,Mass,Freight forwarder,Meru,Low,297770,Electronics,App,2602,Gadget,3,Senior,168,650.5,145712,MatureHighIncome
8007,48,Low,Affluent,Make,Nakuru,Low,69374,Electronics,USSD,11156,Gadget,1,MiddleAge,48,5578.0,535488,MatureLowIncome
8008,31,High,Mass,Senior tax professional/tax inspector,Nakuru,Medium,115336,School Fees,Internet Banking,2012,Education,3,YoungAdult,93,503.0,62372,YoungHighIncome
8009,23,High,Mass,Special educational needs teacher,Thika,Medium,259734,Bills,Branch,6124,Life,3,Youth,69,1531.0,140852,YoungHighIncome
8010,29,Medium,SME,Logistics and distribution manager,Kisumu,Medium,42384,Bills,App,13386,Motor,2,YoungAdult,58,4462.0,388194,MatureLowIncome
8011,33,High,Affluent,"Doctor, hospital",Kisumu,Low,23910,Bills,Internet Banking,6197,Motor,3,YoungAdult,99,1549.25,204501,YoungHighIncome
8012,34,Low,Affluent,Museum/gallery conservator,Meru,Low,219448,School Fees,USSD,10731,Education,1,YoungAdult,34,5365.5,364854,YoungLowIncome
8013,62,High,Mass,Broadcast engineer,Naivasha,Medium,220254,School Fees,Branch,11242,Education,3,Senior,186,2810.5,697004,MatureHighIncome
8014,40,Medium,SME,"Psychologist, forensic",Meru,Low,131720,Electronics,App,3033,Gadget,2,MiddleAge,80,1011.0,121320,MatureLowIncome
8015,31,Low,Affluent,"Teacher, special educational needs",Mombasa,High,123742,Bills,App,628,Motor,1,YoungAdult,31,314.0,19468,YoungLowIncome
8016,78,Medium,Affluent,Brewing technologist,Nakuru,Low,75492,Bills,USSD,6958,Medical,2,Elderly,156,2319.3333333333335,542724,MatureLowIncome
8017,24,High,Mass,Conference centre manager,Machakos,Medium,60255,Travel,Branch,9838,Travel,3,Youth,72,2459.5,236112,YoungHighIncome
8018,63,High,Mass,Operational investment banker,Meru,Low,38134,Groceries,App,1698,Medical,3,Senior,189,424.5,106974,MatureHighIncome
8019,49,High,Mass,Higher education lecturer,Kisumu,High,136343,Travel,App,1870,Education,3,MiddleAge,147,467.5,91630,MatureHighIncome
8020,32,High,SME,Tax adviser,Machakos,Medium,237951,Bills,Internet Banking,1193,Life,3,YoungAdult,96,298.25,38176,YoungHighIncome
8021,61,Low,Mass,Financial adviser,Machakos,Low,57550,Electronics,Internet Banking,1805,Gadget,1,Senior,61,902.5,110105,MatureLowIncome
8022,34,High,Affluent,Firefighter,Kisumu,High,87432,Electronics,Internet Banking,1560,Gadget,3,YoungAdult,102,390.0,53040,YoungHighIncome
8023,58,Medium,Affluent,"Sales professional, IT",Machakos,Low,147288,Travel,Internet Banking,5843,Travel,2,Senior,116,1947.6666666666667,338894,MatureLowIncome
8024,71,Low,Mass,"Nurse, mental health",Thika,High,158129,Groceries,USSD,2212,Medical,1,Elderly,71,1106.0,157052,MatureLowIncome
8025,64,Low,Affluent,Forensic scientist,Meru,High,291684,School Fees,App,12595,Travel,1,Senior,64,6297.5,806080,MatureLowIncome
8026,61,Low,SME,Insurance risk surveyor,Nairobi,Low,165871,Bills,App,8165,Medical,1,Senior,61,4082.5,498065,MatureLowIncome
8027,51,Medium,Mass,"Geologist, engineering",Meru,Medium,159950,Bills,Internet Banking,9139,Education,2,Senior,102,3046.3333333333335,466089,MatureLowIncome
8028,22,Medium,Affluent,Occupational psychologist,Machakos,High,19039,Bills,Branch,7415,Motor,2,Youth,44,2471.6666666666665,163130,MatureLowIncome
8029,62,Medium,Affluent,Regulatory affairs officer,Nyeri,Medium,54913,School Fees,Internet Banking,6500,Education,2,Senior,124,2166.6666666666665,403000,MatureLowIncome
8030,44,Medium,Mass,Patent attorney,Machakos,High,447,Electronics,USSD,7384,Medical,2,MiddleAge,88,2461.3333333333335,324896,MatureLowIncome
8031,69,High,Affluent,Writer,Machakos,High,131691,Groceries,Internet Banking,9640,Medical,3,Elderly,207,2410.0,665160,MatureHighIncome
8032,40,High,Affluent,Immunologist,Nyeri,High,243055,Electronics,App,7972,Gadget,3,MiddleAge,120,1993.0,318880,MatureHighIncome
8033,57,Medium,Mass,Hotel manager,Naivasha,Medium,111532,School Fees,Internet Banking,9811,Education,2,Senior,114,3270.3333333333335,559227,MatureLowIncome
8034,76,Medium,SME,Chief Marketing Officer,Kisumu,Low,109649,Electronics,Branch,5452,Travel,2,Elderly,152,1817.3333333333333,414352,MatureLowIncome
8035,31,High,Affluent,Exercise physiologist,Thika,High,236291,Electronics,Branch,4537,Motor,3,YoungAdult,93,1134.25,140647,YoungHighIncome
8036,32,High,SME,"Investment banker, operational",Nyeri,Low,161268,Travel,Internet Banking,6654,Gadget,3,YoungAdult,96,1663.5,212928,YoungHighIncome
8037,60,Medium,SME,"Physicist, medical",Machakos,High,24021,School Fees,App,2858,Education,2,Senior,120,952.6666666666666,171480,MatureLowIncome
8038,50,Low,SME,Public relations officer,Machakos,High,268489,Travel,App,3498,Travel,1,Senior,50,1749.0,174900,MatureLowIncome
8039,70,Low,SME,Learning mentor,Nakuru,High,74767,School Fees,App,9491,Education,1,Elderly,70,4745.5,664370,MatureLowIncome
8040,48,Medium,SME,Civil Service administrator,Machakos,High,227797,Bills,USSD,10322,Motor,2,MiddleAge,96,3440.6666666666665,495456,MatureLowIncome
8041,52,Low,Affluent,Personnel officer,Machakos,Low,43963,Travel,App,10687,Travel,1,Senior,52,5343.5,555724,MatureLowIncome
8042,34,High,Affluent,Surgeon,Nairobi,Low,253093,School Fees,Internet Banking,2086,Travel,3,YoungAdult,102,521.5,70924,YoungHighIncome
8043,45,Low,SME,"Sales professional, IT",Eldoret,Medium,1940,Bills,USSD,14017,Life,1,MiddleAge,45,7008.5,630765,MatureLowIncome
8044,36,Medium,Mass,Chartered certified accountant,Naivasha,High,140362,Groceries,App,2612,Motor,2,MiddleAge,72,870.6666666666666,94032,MatureLowIncome
8045,63,Low,SME,Estate agent,Machakos,Low,257821,Bills,USSD,7023,Medical,1,Senior,63,3511.5,442449,MatureLowIncome
8046,71,Low,Mass,Product designer,Meru,Low,55660,Groceries,USSD,6300,Medical,1,Elderly,71,3150.0,447300,MatureLowIncome
8047,79,Low,Affluent,"Clinical scientist, histocompatibility and immunogenetics",Thika,Low,41522,Bills,Internet Banking,4485,Medical,1,Elderly,79,2242.5,354315,MatureLowIncome
8048,40,High,Mass,Educational psychologist,Nyeri,Low,289258,Groceries,App,2756,Life,3,MiddleAge,120,689.0,110240,MatureHighIncome
8049,49,High,Affluent,Special educational needs teacher,Eldoret,Medium,9115,Electronics,USSD,7266,Gadget,3,MiddleAge,147,1816.5,356034,MatureHighIncome
8050,57,High,Mass,"Lecturer, further education",Machakos,High,294939,Travel,Branch,629,Travel,3,Senior,171,157.25,35853,MatureHighIncome
8051,30,Medium,SME,Insurance account manager,Thika,High,22135,Electronics,App,9006,Gadget,2,YoungAdult,60,3002.0,270180,MatureLowIncome
8052,76,Low,Affluent,Exhibition designer,Mombasa,High,138847,Travel,App,2540,Travel,1,Elderly,76,1270.0,193040,MatureLowIncome
